gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2812913467	894	96.98	1	894	1	893	0.0e+00	1960	KO:K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	EC:1.2.1.10	Yes
2812913469	543	96.32	1	543	1	543	0.0e+00	1230	KO:K15580	oligopeptide transport system substrate-binding protein		Yes
2812913470	306	99.02	1	306	1	306	0.0e+00	678	KO:K15581	oligopeptide transport system permease protein		Yes
2812913471	302	97.68	1	302	1	302	0.0e+00	662	KO:K15582	oligopeptide transport system permease protein		Yes
2812913472	337	96.44	1	337	1	337	0.0e+00	739	KO:K15583	oligopeptide transport system ATP-binding protein		Yes
2812913473	334	97.6	1	334	1	334	0.0e+00	755	KO:K10823	oligopeptide transport system ATP-binding protein		Yes
2812913474	109	98.17	1	109	1	109	7.7e-79	258	KO:K09901	uncharacterized protein		Yes
2812913475	486	98.35	1	486	1	486	0.0e+00	1100	KO:K06131	cardiolipin synthase A/B [EC:2.7.8.-]	EC:2.7.8.-	Yes
2812913478	112	88.39	1	112	1	112	1.0e-69	232	KO:K03297	small multidrug resistance pump		Yes
2812913479	98	92.86	1	98	1	98	2.8e-62	209	KO:K09780	uncharacterized protein		Yes
2812913480	268	90.87	28	268	1	239	0.0e+00	511	KO:K03832	periplasmic protein TonB		Yes
2812913481	133	93.89	1	131	1	131	2.0e-89	290	KO:K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	EC:3.1.2.-	Yes
2812913482	180	82.22	1	180	1	180	6.4e-109	351	KO:K06190	intracellular septation protein		Yes
2812913484	134	89.55	1	134	1	134	3.0e-91	295	KO:K06940	uncharacterized protein		Yes
2812913485	211	89.57	1	211	1	211	0.0e+00	457	KO:K07275	outer membrane protein		Yes
2812913489	269	92.94	1	269	1	269	0.0e+00	566	KO:K01695	tryptophan synthase alpha chain [EC:4.2.1.20]	EC:4.2.1.20	Yes
2812913490	397	97.48	1	397	1	397	0.0e+00	889	KO:K01696	tryptophan synthase beta chain [EC:4.2.1.20]	EC:4.2.1.20	Yes
2812913491	452	89.82	1	452	1	452	0.0e+00	913	KO:K13498	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	EC:4.1.1.48	Yes
2812913491	452	89.82	1	452	1	452	0.0e+00	913	KO:K13498	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	EC:5.3.1.24	Yes
2812913492	531	97.36	1	531	1	531	0.0e+00	1170	KO:K13497	anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]	EC:2.4.2.18	Yes
2812913492	531	97.36	1	531	1	531	0.0e+00	1170	KO:K13497	anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]	EC:4.1.3.27	Yes
2812913493	520	91.73	1	520	1	520	0.0e+00	1080	KO:K01657	anthranilate synthase component I [EC:4.1.3.27]	EC:4.1.3.27	Yes
2812913495	286	91.61	1	286	1	286	0.0e+00	615	KO:K07053	uncharacterized protein		Yes
2812913497	292	97.64	1	292	1	296	0.0e+00	652	KO:K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	EC:5.4.99.22	Yes
2812913498	196	94.9	1	196	1	196	0.0e+00	431	KO:K19221	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	EC:2.5.1.17	Yes
2812913500	363	91.38	16	363	1	348	0.0e+00	716	KO:K04774	serine protease SohB [EC:3.4.21.-]	EC:3.4.21.-	Yes
2812913502	865	98.15	1	865	1	865	0.0e+00	1960	KO:K03168	DNA topoisomerase I [EC:5.99.1.2]	EC:5.99.1.2	Yes
2812913503	324	99.07	1	324	1	324	0.0e+00	729	KO:K13634	LysR family transcriptional regulator, cys regulon transcriptional activator		Yes
2812913505	891	95.96	1	891	1	891	0.0e+00	1970	KO:K01681	aconitate hydratase [EC:4.2.1.3]	EC:4.2.1.3	Yes
2812913506	195	98.97	1	195	1	195	0.0e+00	446	KO:K01497	GTP cyclohydrolase II [EC:3.5.4.25]	EC:3.5.4.25	Yes
2812913507	254	87.35	1	253	1	253	0.0e+00	552	KO:K01096	phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]	EC:3.1.3.27	Yes
2812913507	254	87.35	1	253	1	253	0.0e+00	552	KO:K01096	phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]	EC:3.1.3.4	Yes
2812913507	254	87.35	1	253	1	253	0.0e+00	552	KO:K01096	phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]	EC:3.1.3.81	Yes
2812913507	254	87.35	1	253	1	253	0.0e+00	552	KO:K01096	phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]	EC:3.6.1.27	Yes
2812913508	102	90.2	1	102	1	102	6.8e-61	206	KO:K08992	putative membrane protein		Yes
2812913510	245	90.57	1	244	1	244	0.0e+00	498	KO:K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	EC:4.1.1.23	Yes
2812913511	108	90.74	1	108	1	108	1.6e-67	225	KO:K03113	translation initiation factor 1		Yes
2812913512	73	93.15	1	73	1	73	1.1e-43	155	KO:K04062	osmotically inducible lipoprotein OsmB		Yes
2812913515	289	91.26	1	286	1	286	0.0e+00	619	KO:K13816	DSF synthase		Yes
2812913516	663	89.89	1	663	1	663	0.0e+00	1360	KO:K14051	cyclic di-GMP phosphodiesterase Gmr [EC:3.1.4.52]	EC:3.1.4.52	Yes
2812913517	644	94.72	1	644	1	644	0.0e+00	1420	KO:K01147	exoribonuclease II [EC:3.1.13.1]	EC:3.1.13.1	Yes
2812913519	262	98.85	1	262	1	262	0.0e+00	581	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.10	Yes
2812913519	262	98.85	1	262	1	262	0.0e+00	581	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.9	Yes
2812913520	269	98.13	2	269	1	268	0.0e+00	591	KO:K19230	cationic peptide transport system ATP-binding protein		Yes
2812913521	330	97.27	1	330	1	330	0.0e+00	760	KO:K19229	cationic peptide transport system ATP-binding protein		Yes
2812913522	296	96.62	1	296	1	296	0.0e+00	660	KO:K19228	cationic peptide transport system permease protein		Yes
2812913523	321	95.02	1	321	1	321	0.0e+00	704	KO:K19227	cationic peptide transport system permease protein		Yes
2812913524	546	93.59	1	546	1	546	0.0e+00	1180	KO:K19226	cationic peptide transport system substrate-binding protein		Yes
2812913525	323	90.18	1	323	6	331	0.0e+00	657	KO:K03974	psp operon transcriptional activator		Yes
2812913526	222	96.85	1	222	1	222	0.0e+00	463	KO:K03969	phage shock protein A		Yes
2812913527	73	90.54	1	73	1	74	1.6e-43	154	KO:K03970	phage shock protein B		Yes
2812913528	119	93.28	1	119	1	119	1.1e-75	250	KO:K03973	phage shock protein C		Yes
2812913529	78	73.08	1	78	1	78	5.1e-38	139	KO:K03971	phage shock protein D		Yes
2812913530	467	94.43	1	467	1	467	0.0e+00	1040	KO:K06918	uncharacterized protein		Yes
2812913531	349	89.4	1	349	1	349	0.0e+00	719	KO:K08990	putative membrane protein		Yes
2812913532	513	93.18	1	513	1	513	0.0e+00	1090	KO:K03721	transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport		Yes
2812913533	168	92.81	1	167	1	167	7.5e-109	349	KO:K11065	thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	EC:1.11.1.15	Yes
2812913535	237	90.72	1	237	1	237	0.0e+00	526	KO:K14054	protein MpaA		Yes
2812913536	538	87.17	1	538	1	538	0.0e+00	1110	KO:K15580	oligopeptide transport system substrate-binding protein		Yes
2812913542	327	90.21	1	327	1	327	0.0e+00	695	KO:K16074	zinc transporter		Yes
2812913545	456	94.74	1	456	1	456	0.0e+00	979	KO:K05591	ATP-independent RNA helicase DbpA [EC:3.6.4.13]	EC:3.6.4.13	Yes
2812913546	311	98.07	1	311	1	311	0.0e+00	713	KO:K14058	tRNA 2-thiocytidine biosynthesis protein TtcA		Yes
2812913547	430	74.3	4	430	1	428	0.0e+00	739	KO:K01093	4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]	EC:3.1.3.2	Yes
2812913547	430	74.3	4	430	1	428	0.0e+00	739	KO:K01093	4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]	EC:3.1.3.26	Yes
2812913550	1174	94.97	1	1174	1	1174	0.0e+00	2570	KO:K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	EC:1.2.7.-	Yes
2812913550	1174	94.97	1	1174	1	1174	0.0e+00	2570	KO:K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	EC:1.2.7.1	Yes
2812913552	70	97.14	1	70	1	70	5.4e-46	161	KO:K03704	cold shock protein (beta-ribbon, CspA family)		Yes
2812913554	142	78.87	1	142	1	140	1.4e-75	252	KO:K03668	heat shock protein HslJ		Yes
2812913555	329	96.95	1	328	1	328	0.0e+00	724	KO:K03778	D-lactate dehydrogenase [EC:1.1.1.28]	EC:1.1.1.28	Yes
2812913559	113	80.37	2	108	1	107	3.5e-58	200	KO:K09978	uncharacterized protein		Yes
2812913562	201	96.02	1	201	1	201	0.0e+00	435	KO:K01118	FMN-dependent NADH-azoreductase [EC:1.7.-.-]	EC:1.7.-	Yes
2812913563	1300	96.62	1	1300	35	1334	0.0e+00	2870	KO:K03578	ATP-dependent helicase HrpA [EC:3.6.4.13]	EC:3.6.4.13	Yes
2812913571	479	94.57	1	479	1	479	0.0e+00	1040	KO:K07248	lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]	EC:1.2.1.21	Yes
2812913571	479	94.57	1	479	1	479	0.0e+00	1040	KO:K07248	lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]	EC:1.2.1.22	Yes
2812913573	333	95.5	1	333	1	333	0.0e+00	725	KO:K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	EC:1.2.1.12	Yes
2812913574	176	84	1	175	13	187	1.5e-111	358	KO:K12262	cytochrome b561		Yes
2812913575	441	95.46	1	441	1	441	0.0e+00	968	KO:K03762	MFS transporter, MHS family, proline/betaine transporter		Yes
2812913578	372	98.11	1	371	1	371	0.0e+00	856	KO:K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	EC:1.1.1.1	Yes
2812913578	372	98.11	1	371	1	371	0.0e+00	856	KO:K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	EC:1.1.1.284	Yes
2812913579	561	91.31	1	561	1	564	0.0e+00	1090	KO:K05876	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor		Yes
2812913580	230	80.6	1	230	1	224	2.6e-121	391	KO:K09945	uncharacterized protein		Yes
2812913581	792	86.4	1	792	1	794	0.0e+00	1640	KO:K05358	quinate dehydrogenase (quinone) [EC:1.1.5.8]	EC:1.1.5.8	Yes
2812913585	502	90.04	1	502	1	502	0.0e+00	1070	KO:K03929	para-nitrobenzyl esterase [EC:3.1.1.-]	EC:3.1.1.-	Yes
2812913586	283	85.16	1	283	1	283	0.0e+00	547	KO:K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator		Yes
2812913588	259	96.14	1	259	2	260	0.0e+00	573	KO:K10013	lysine/arginine/ornithine transport system substrate-binding protein		Yes
2812913590	185	84	8	182	3	177	1.4e-106	344	KO:K03817	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2812913592	168	83.33	1	168	1	168	2.4e-99	322	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2812913593	179	88.83	1	179	1	178	5.6e-114	365	KO:K12262	cytochrome b561		Yes
2812913594	350	85.43	1	350	1	350	0.0e+00	703	KO:K03781	catalase [EC:1.11.1.6]	EC:1.11.1.6	Yes
2812913597	207	85.35	10	207	1	198	6.5e-128	407	KO:K16868	tellurite methyltransferase [EC:2.1.1.265]	EC:2.1.1.265	Yes
2812913598	409	93.4	1	409	1	409	0.0e+00	875	KO:K01258	tripeptide aminopeptidase [EC:3.4.11.4]	EC:3.4.11.4	Yes
2812913599	531	96.23	1	531	1	531	0.0e+00	1200	KO:K12368	dipeptide transport system substrate-binding protein		Yes
2812913602	291	90.31	1	289	1	289	0.0e+00	623	KO:K07506	AraC family transcriptional regulator		Yes
2812913603	394	84.52	1	394	1	394	0.0e+00	762	KO:K05782	benzoate membrane transport protein		Yes
2812913605	658	94.79	7	658	1	652	0.0e+00	1430	KO:K08303	putative protease [EC:3.4.-.-]	EC:3.4.-	Yes
2812913616	362	81.22	1	362	1	362	0.0e+00	680	KO:K09788	uncharacterized protein		Yes
2812913619	365	69.52	1	351	1	351	0.0e+00	600	KO:K01910	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	EC:6.2.1.22	Yes
2812913620	97	79.17	1	96	1	96	9.7e-48	169	KO:K01646	citrate lyase subunit gamma (acyl carrier protein)		Yes
2812913621	291	94.14	1	290	2	291	0.0e+00	609	KO:K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	EC:4.1.3.34	Yes
2812913622	506	83.4	1	506	1	506	0.0e+00	960	KO:K01643	citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	EC:2.8.3.10	Yes
2812913623	181	78.45	1	181	1	181	3.1e-105	340	KO:K05964	holo-ACP synthase [EC:2.7.7.61]	EC:2.7.7.61	Yes
2812913624	290	82.76	1	290	1	290	0.0e+00	555	KO:K05966	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	EC:2.4.2.52	Yes
2812913625	187	84.78	1	184	1	184	1.4e-120	384	KO:K07002	uncharacterized protein		Yes
2812913626	864	91.78	1	864	1	864	0.0e+00	1810	KO:K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.3	Yes
2812913626	864	91.78	1	864	1	864	0.0e+00	1810	KO:K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.99	Yes
2812913630	144	83.33	1	144	1	144	3.2e-86	282	KO:K14061	universal stress protein F		Yes
2812913631	429	95.56	1	428	1	428	0.0e+00	936	KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	Yes
2812913633	302	92.05	1	302	1	302	0.0e+00	644	KO:K15986	manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]	EC:3.6.1.1	Yes
2812913635	537	67.29	1	535	1	534	0.0e+00	800	KO:K06160	putative ATP-binding cassette transporter		Yes
2812913636	657	65.39	4	651	7	659	0.0e+00	933	KO:K02015	iron complex transport system permease protein		Yes
2812913637	255	51.19	1	252	32	283	5.1e-82	282	KO:K02016	iron complex transport system substrate-binding protein		Yes
2812913638	710	67.84	1	710	1	710	0.0e+00	1160	KO:K02014	iron complex outermembrane recepter protein		Yes
2812913641	336	91.07	1	336	1	336	0.0e+00	717	KO:K00426	cytochrome d ubiquinol oxidase subunit II [EC:1.10.3.-]	EC:1.10.3.-	Yes
2812913642	445	92.12	1	444	1	444	0.0e+00	972	KO:K00425	cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.-]	EC:1.10.3.-	Yes
2812913645	380	96.32	1	380	1	380	0.0e+00	890	KO:K02055	putative spermidine/putrescine transport system substrate-binding protein		Yes
2812913646	337	91.1	1	337	1	337	0.0e+00	700	KO:K02052	putative spermidine/putrescine transport system ATP-binding protein		Yes
2812913647	311	92.23	3	311	1	309	0.0e+00	660	KO:K02054	putative spermidine/putrescine transport system permease protein		Yes
2812913648	268	96.64	1	268	1	268	0.0e+00	590	KO:K02053	putative spermidine/putrescine transport system permease protein		Yes
2812913649	474	96.2	1	474	1	474	0.0e+00	1050	KO:K00137	aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	EC:1.2.1.19	Yes
2812913652	92	100	1	92	1	92	9.0e-62	207	KO:K07483	transposase		Yes
2812913653	270	99.63	1	270	1	270	0.0e+00	639	KO:K07497	putative transposase		Yes
2812913662	149	95.97	1	149	1	149	2.8e-97	314	KO:K09936	bacterial/archaeal transporter family-2 protein		Yes
2812913663	171	90.06	1	171	1	171	1.3e-117	374	KO:K03823	phosphinothricin acetyltransferase [EC:2.3.1.183]	EC:2.3.1.183	Yes
2812913665	345	87.76	1	343	1	343	0.0e+00	718	KO:K07119	uncharacterized protein		Yes
2812913666	218	88.99	1	218	1	218	0.0e+00	438	KO:K13654	GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator		Yes
2812913668	144	99.31	1	144	1	144	3.5e-109	347	KO:K07491	putative transposase		Yes
2812913669	271	99.63	1	271	31	301	0.0e+00	641	KO:K07497	putative transposase		Yes
2812913670	121	98.35	1	121	1	121	6.2e-82	268	KO:K07483	transposase		Yes
2812913671	704	91.76	1	704	1	703	0.0e+00	1510	KO:K02014	iron complex outermembrane recepter protein		Yes
2812913672	489	96.69	1	483	1	482	0.0e+00	1070	KO:K11738	L-asparagine permease		Yes
2812913676	310	91.61	1	310	1	310	0.0e+00	653	KO:K02030	polar amino acid transport system substrate-binding protein		Yes
2812913678	307	91.86	1	307	1	307	0.0e+00	629	KO:K02029	polar amino acid transport system permease protein		Yes
2812913679	257	97.67	1	257	1	257	0.0e+00	561	KO:K02028	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	EC:3.6.3.21	Yes
2812913680	297	87.21	1	297	1	297	0.0e+00	579	KO:K02030	polar amino acid transport system substrate-binding protein		Yes
2812913681	436	94.5	1	436	1	436	0.0e+00	956	KO:K03535	MFS transporter, ACS family, glucarate transporter		Yes
2812913683	337	89.02	1	337	1	337	0.0e+00	668	KO:K06145	LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor		Yes
2812913685	206	82.44	1	205	1	205	0.0e+00	416	KO:K11208	GST-like protein		Yes
2812913688	76	80.26	1	76	1	76	8.8e-43	152	KO:K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	EC:5.3.2.6	Yes
2812913689	424	69.58	1	424	1	424	0.0e+00	726	KO:K13408	membrane fusion protein		Yes
2812913690	699	76.96	10	699	1	690	0.0e+00	1260	KO:K13409	ATP-binding cassette, subfamily B, bacterial RaxB		Yes
2812913702	233	91.85	1	233	1	233	0.0e+00	481	KO:K02010	iron(III) transport system ATP-binding protein [EC:3.6.3.30]	EC:3.6.3.30	Yes
2812913703	322	93.48	1	322	1	322	0.0e+00	681	KO:K02012	iron(III) transport system substrate-binding protein		Yes
2812913704	551	88.73	1	550	1	550	0.0e+00	1110	KO:K02011	iron(III) transport system permease protein		Yes
2812913705	280	85.61	1	278	1	278	0.0e+00	576	KO:K00675	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	EC:2.3.1.118	Yes
2812913707	495	88.44	1	493	1	493	0.0e+00	948	KO:K08167	MFS transporter, DHA2 family, multidrug resistance protein		Yes
2812913709	195	96.92	1	195	1	195	0.0e+00	443	KO:K08348	formate dehydrogenase-N, alpha subunit [EC:1.1.5.6]	EC:1.1.5.6	Yes
2812913711	803	95.77	1	803	1	803	0.0e+00	1850	KO:K08348	formate dehydrogenase-N, alpha subunit [EC:1.1.5.6]	EC:1.1.5.6	Yes
2812913712	294	96.94	1	294	1	294	0.0e+00	699	KO:K08349	formate dehydrogenase-N, beta subunit		Yes
2812913713	218	94.95	1	218	1	218	0.0e+00	495	KO:K08350	formate dehydrogenase-N, gamma subunit		Yes
2812913714	390	87.4	1	389	1	389	0.0e+00	770	KO:K08156	MFS transporter, DHA1 family, arabinose polymer utilization protein		Yes
2812913717	535	86.92	1	535	1	535	0.0e+00	1020	KO:K02032	peptide/nickel transport system ATP-binding protein		Yes
2812913718	283	88.3	1	282	1	282	0.0e+00	561	KO:K02034	peptide/nickel transport system permease protein		Yes
2812913719	314	92.04	1	314	1	314	0.0e+00	642	KO:K02033	peptide/nickel transport system permease protein		Yes
2812913720	540	93.15	1	540	1	540	0.0e+00	1170	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2812913722	336	96.43	1	336	1	336	0.0e+00	739	KO:K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	EC:1.1.1.1	Yes
2812913723	200	95	1	200	1	200	0.0e+00	440	KO:K01507	inorganic pyrophosphatase [EC:3.6.1.1]	EC:3.6.1.1	Yes
2812913725	567	97.35	1	567	1	567	0.0e+00	1270	KO:K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	EC:1.1.1.38	Yes
2812913726	45	91.11	1	45	1	45	1.9e-25	99.9	KO:K02972	stationary-phase-induced ribosome-associated protein		Yes
2812913732	361	75.07	1	357	1	355	0.0e+00	624	KO:K01729	poly(beta-D-mannuronate) lyase [EC:4.2.2.3]	EC:4.2.2.3	Yes
2812913733	512	89.26	1	512	1	512	0.0e+00	1010	KO:K03776	aerotaxis receptor		Yes
2812913734	252	96.03	1	252	1	252	0.0e+00	549	KO:K09972	general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2812913735	355	90.14	1	355	1	355	0.0e+00	748	KO:K09971	general L-amino acid transport system permease protein		Yes
2812913736	406	84.73	1	406	1	404	0.0e+00	778	KO:K09970	general L-amino acid transport system permease protein		Yes
2812913737	348	93.97	1	348	1	348	0.0e+00	766	KO:K09969	general L-amino acid transport system substrate-binding protein		Yes
2812913745	109	53.27	1	107	7	113	4.1e-34	131	KO:K09780	uncharacterized protein		Yes
2812913747	593	93.56	3	592	1	590	0.0e+00	1290	KO:K00156	pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	EC:1.2.5.1	Yes
2812913750	136	84.06	1	136	1	138	1.8e-80	265	KO:K15977	putative oxidoreductase		Yes
2812913751	624	95.99	1	624	1	624	0.0e+00	1420	KO:K07047	uncharacterized protein		Yes
2812913762	461	73.13	1	456	1	469	0.0e+00	751	KO:K08169	MFS transporter, DHA2 family, multidrug resistance protein		Yes
2812913765	305	70	1	300	1	300	0.0e+00	480	KO:K01640	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	EC:4.1.3.4	Yes
2812913774	385	71.95	1	385	1	385	0.0e+00	658	KO:K08325	NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	EC:1.1.-	Yes
2812913775	161	55.56	36	161	49	174	7.1e-50	181	KO:K11746	glutathione-regulated potassium-efflux system ancillary protein KefF		Yes
2812913777	390	66.48	42	390	5	353	0.0e+00	557	KO:K13979	uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	EC:1.-	Yes
2812913777	390	66.76	42	390	5	353	0.0e+00	557	KO:K00002	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	EC:1.1.1.2	Yes
2812913783	318	83.28	1	317	1	317	0.0e+00	605	KO:K00058	D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	EC:1.1.1.95	Yes
2812913785	325	84.92	1	325	1	325	0.0e+00	619	KO:K02371	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	EC:1.3.1.9	Yes
2812913786	344	75.66	1	340	1	341	0.0e+00	607	KO:K07241	high-affinity nickel-transport protein		Yes
2812913787	133	63.64	1	132	1	132	3.0e-60	208	KO:K03646	colicin import membrane protein		Yes
2812913788	487	91.17	1	487	1	487	0.0e+00	1010	KO:K13745	L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	EC:4.1.1.86	Yes
2812913789	460	94.78	1	460	2	461	0.0e+00	1010	KO:K00836	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	EC:2.6.1.76	Yes
2812913790	453	78.81	1	453	1	453	0.0e+00	786	KO:K00928	aspartate kinase [EC:2.7.2.4]	EC:2.7.2.4	Yes
2812913804	317	87.07	1	317	1	317	0.0e+00	644	KO:K03304	tellurite resistance protein		Yes
2812913805	688	90.38	4	688	7	692	0.0e+00	1520	KO:K02438	glycogen operon protein [EC:3.2.1.-]	EC:3.2.1.-	Yes
2812913806	836	77.87	1	836	1	836	0.0e+00	1490	KO:K06044	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]	EC:5.4.99.15	Yes
2812913808	289	73.7	1	289	1	289	0.0e+00	482	KO:K17836	beta-lactamase class A [EC:3.5.2.6]	EC:3.5.2.6	Yes
2812913815	346	32.24	14	345	7	332	1.7e-47	186	KO:K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	EC:2.3.1.180	Yes
2812913819	490	81.63	1	490	1	490	0.0e+00	955	KO:K01426	amidase [EC:3.5.1.4]	EC:3.5.1.4	Yes
2812913821	1170	90.77	1	1170	1	1170	0.0e+00	2490	KO:K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	EC:1.2.7.-	Yes
2812913821	1170	90.77	1	1170	1	1170	0.0e+00	2490	KO:K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	EC:1.2.7.1	Yes
2812913822	293	98.29	1	293	1	293	0.0e+00	652	KO:K02588	nitrogenase iron protein NifH [EC:1.18.6.1]	EC:1.18.6.1	Yes
2812913823	482	96.89	1	482	1	482	0.0e+00	1110	KO:K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	EC:1.18.6.1	Yes
2812913824	520	93.46	1	520	1	520	0.0e+00	1150	KO:K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	EC:1.18.6.1	Yes
2812913825	72	83.33	1	72	1	72	8.8e-43	152	KO:K02593	nitrogen fixation protein NifT		Yes
2812913826	220	78.18	1	220	1	220	2.8e-130	416	KO:K02596	nitrogen fixation protein NifX		Yes
2812913827	457	93.87	1	457	1	457	0.0e+00	1000	KO:K02587	nitrogenase molybdenum-cofactor synthesis protein NifE		Yes
2812913828	461	84.16	1	461	1	460	0.0e+00	907	KO:K02592	nitrogenase molybdenum-iron protein NifN		Yes
2812913829	154	82.47	1	154	1	154	2.8e-94	306	KO:K02596	nitrogen fixation protein NifX		Yes
2812913830	279	94.53	1	274	1	274	0.0e+00	601	KO:K13819	NifU-like protein		Yes
2812913831	400	91.5	1	400	1	397	0.0e+00	838	KO:K04487	cysteine desulfurase [EC:2.8.1.7]	EC:2.8.1.7	Yes
2812913832	379	82.8	3	379	4	381	0.0e+00	705	KO:K02594	homocitrate synthase NifV [EC:2.3.3.14]	EC:2.3.3.14	Yes
2812913833	85	78.57	1	84	1	84	3.6e-46	163	KO:K02595	nitrogenase-stabilizing/protective protein		Yes
2812913834	147	77.08	1	144	1	144	9.0e-82	270	KO:K02597	nitrogen fixation protein NifZ		Yes
2812913835	264	63.85	1	260	1	260	3.5e-118	386	KO:K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	EC:5.2.1.8	Yes
2812913836	176	82.95	1	176	1	176	2.6e-109	351	KO:K03839	flavodoxin I		Yes
2812913838	524	90.46	1	524	1	523	0.0e+00	1070	KO:K02584	Nif-specific regulatory protein		Yes
2812913839	468	85.84	1	452	1	452	0.0e+00	924	KO:K02585	nitrogen fixation protein NifB		Yes
